26.6995	-28.7729
-68.2033	22.8604
98.0219	-19.7923
-151.142	16.083
-2.23804	-39.7827
-57.1944	43.3011
92.1657	-38.8015
-148.576	31.9843
-29.9871	-27.0939
-40.0907	59.122
82.6633	-56.2756
-144.332	47.5243
-40.6139	1.18835
-18.6641	68.5572
69.8905	-71.5231
-138.457	62.5271
-28.3059	28.7954
4.80224	70.4722
54.3529	-83.9409
-131.015	76.8226
0.191894	39.7932
27.7251	64.5244
36.665	-93.0378
-122.09	90.2484
28.4295	27.0115
47.4948	51.2564
17.5267	-98.4538
-111.782	102.651
38.9229	-2.48305
61.79	32.089
-2.30484	-99.9747
-100.205	113.89
24.8667	-30.422
68.8906	9.18948
-22.0451	-97.5402
-87.4896	123.834
-4.6579	-39.6247
67.9295	-14.7844
-40.913	-91.2465
-73.7789	132.37
-31.5605	-25.2976
59.0251	-37.0313
-58.162	-81.3426
-59.2275	139.396
-40.472	3.55898
43.2633	-54.9812
-73.1095	-68.2202
-43.9999	144.832
-26.5249	30.3931
22.5311	-66.6248
-85.1639	-52.3982
-28.2692	148.612
2.61964	39.6551
-0.754237	-70.7418
-93.848	-34.5026
-12.2146	150.689
30.0475	25.1449
-23.9635	-67.0015
-98.8176	-15.2415
3.98026	151.036
38.6903	-4.95636
-44.5628	-55.9433
-99.8759	4.62282
20.1293	149.647
22.9354	-31.9533
-60.3737	-38.8647
-96.9804	24.3041
36.0466	146.534
-7.06354	-39.3192
-69.7673	-17.6505
-90.2455	43.0231
51.5478	141.729
-33.0242	-23.4089
-71.793	5.42936
-79.9375	60.0387
66.4531	135.286
-40.1889	5.92019
-66.2466	27.936
-66.4641	74.6769
80.5889	127.276
-24.6485	31.8841
-53.6848	47.4813
-50.3586	86.3578
93.7899	117.79
5.03782	39.3699
-35.3871	61.9471
-32.2588	94.6186
105.901	106.935
31.5477	23.182
-13.2605	69.6973
-12.8813	99.132
116.781	94.8358
38.3051	-7.40708
10.3193	69.7697
7.0064	99.7189
126.3	81.6321
20.9182	-33.3589
32.735	62.0235
26.6167	96.3562
134.347	67.4764
-9.44009	-38.8686
51.4142	47.2128
45.173	89.1771
140.826	52.5331
-34.3692	-21.4383
64.1493	26.9512
61.9403	78.4659
145.66	36.9762
-39.7646	8.25979
69.4017	3.54919
76.2546	64.647
148.793	20.9871
-22.6832	33.2602
66.5298	-20.268
87.5494	48.268
150.187	4.75264
7.43812	38.9355
55.8874	-41.7207
95.3777	29.9777
149.825	-11.5375
32.925	21.1254
38.7684	-58.3448
99.43	10.5003
147.712	-27.693
37.7669	-9.83217
17.211	-68.3013
99.5465	-9.39286
143.874	-43.5252
18.8171	-34.6385
-6.29016	-70.5752
95.7233	-28.9144
138.356	-58.8492
-11.785	-38.2758
-29.1033	-65.0452
88.1125	-47.292
131.224	-73.4867
-35.5947	-19.3924
-48.7582	-52.4402
77.0158	-63.7986
122.563	-87.2678
-39.2029	10.5692
-63.1907	-34.2108
62.8729	-77.7819
112.474	-100.033
-20.6396	34.5157
-70.9212	-12.3493
46.2437	-88.6893
101.078	-111.635
9.8065	38.3552
-71.1687	10.8161
27.7862	-96.09
88.5083	-121.941
34.1705	18.9885
-63.9064	32.839
8.23035	-99.692
74.9127	-130.834
37.0785	-12.2158
-49.8642	51.3742
-11.6507	-99.3535
60.4503	-138.212
16.6437	-35.7835
-30.4786	64.3964
-31.0711	-95.0882
45.2897	-143.994
-14.0872	-37.5417
-7.78327	70.4097
-49.2634	-87.0648
29.6071	-148.116
-36.695	-17.2764
15.7656	68.6319
-65.5085	-75.6005
13.5838	-150.534
-38.503	12.8436
37.532	59.1284
-79.1643	-61.1481
-2.59531	-151.222
-18.5196	35.648
54.9982	42.8628
-89.6907	-44.2787
-18.7446	-150.177
12.1399	37.6296
66.0868	21.6329
-96.6711	-25.6587
-34.6793	-147.415
35.2827	16.7756
69.4529	-2.12228
-99.8286	-6.02425
-50.218	-142.969
36.2436	-14.5522
64.6862	-25.6295
-99.0376	13.8484
-65.1842	-136.893
14.4068	-36.792
52.3733	-46.1505
-94.3283	33.1731
-79.4086	-129.26
-16.3371	-36.6717
34.0064	-61.3442
-85.8858	51.1848
-92.7309	-120.158
-37.6656	-15.1017
11.7592	-69.5533
-74.0433	67.1701
-105.001	-109.694
-37.6689	15.0707
-11.8128	-69.9721
-59.2688	80.4956
-116.082	-97.9876
-16.3344	36.6501
-34.0919	-62.6876
-42.1466	90.6324
-125.85	-85.1724
14.4257	36.7612
-52.685	-48.6121
-23.3546	97.1783
-134.195	-71.3947
36.255	14.4971
-65.6529	-29.3397
-3.63692	99.8729
-141.025	-56.8109
35.2652	-16.8305
-71.6724	-6.95921
16.2249	98.6088
-146.264	-41.586
12.1145	-37.6594
-70.1361	16.1554
35.4435	93.4356
-149.852	-25.892
-18.5285	-35.6671
-61.1952	37.5624
53.257	84.558
-151.751	-9.90617
-38.5042	-12.8714
-45.7502	54.9726
68.9592	72.328
-151.938	6.19134
-36.7015	17.2476
-25.3886	66.4659
81.9276	57.2305
-150.412	22.219
-14.0877	37.5208
-2.2606	70.6969
91.6485	39.8643
-147.188	37.9958
16.6583	35.7528
21.1108	67.0711
97.7373	20.9181
-142.303	53.3436
37.085	12.1615
42.0877	55.8629
99.9534	1.14283
-135.809	68.0885
34.1488	-19.0417
58.2251	38.2418
98.2102	-18.6779
-127.779	82.0632
9.77833	-38.3835
67.5923	16.1793
92.578	-37.7591
-118.303	95.1085
-20.6505	-34.5347
69.0496	-7.7749
83.281	-55.3458
-107.485	107.075
-39.2067	-10.5984
62.4212	-30.8201
70.6884	-70.7426
-95.4462	117.826
-35.6054	19.3617
48.5217	-50.2797
55.2997	-83.3412
-82.3218	127.236
-11.7908	38.2536
29.0284	-63.952
37.7243	-92.6444
-68.2594	135.197
18.8263	34.6071
6.23428	-70.3704
18.6577	-98.2856
-53.4178	141.614
37.7676	9.77685
-17.263	-68.9413
-1.14617	-100.043
-37.9653	146.411
32.8959	-21.1794
-38.8755	-59.9558
-20.9047	-97.8482
-22.0776	149.529
7.40139	-38.9624
-56.3006	-44.501
-39.8376	-91.7886
-5.93651	150.931
-22.7015	-33.2755
-67.733	-24.3041
-57.197	-82.1041
10.2729	150.596
-39.7736	-8.28523
-72.0116	-1.53801
-72.2977	-69.1774
26.3638	148.523
-34.3846	21.4097
-68.7042	21.3899
-84.5431	-53.5189
42.15	144.735
-9.4523	38.8481
-58.139	42.0557
-93.4494	-35.7467
57.4482	139.272
20.92	33.3313
-41.383	58.2376
-98.6641	-16.5626
72.0801	132.193
38.2999	7.35765
-20.1668	68.1317
-99.9804	3.27576
85.8745	123.578
31.5152	-23.2302
3.25377	70.5524
-97.3448	22.9845
98.6695	113.525
4.99875	-39.3925
26.3032	65.0984
-90.8603	41.7844
110.315	102.149
-24.6693	-31.896
46.3582	52.2535
-80.7818	58.9312
120.672	89.5804
-40.2002	-5.94247
61.0637	33.388
-67.5064	73.7458
129.62	75.9656
-33.041	23.3828
68.6499	10.6342
-51.5584	85.6406
137.052	61.4623
-7.07672	39.3
68.1914	-13.3648
-33.5683	94.1432
142.881	46.2397
22.9355	31.9254
59.7484	-35.801
-14.248	98.9152
147.036	30.4756
38.6814	4.90641
44.3559	-54.0786
5.63696	99.766
149.469	14.3544
30.0102	-25.1921
23.8634	-66.1489
25.2984	96.6607
150.151	-1.93504
2.57634	-39.6755
0.665751	-70.7436
43.9563	89.7214
149.075	-18.202
-26.5489	-30.4029
-22.6138	-67.4815
60.8705	79.2227
146.253	-34.2559
